target,siRNA,stim,Well,OD_450,OD_540,OD_570,viability_24,viability_48,corrected,loganswer,conc,below,above,batch
MBNL2,s19768,unstim,B6,0.54,0.05,0.046,240,240,0.49000000000000005,1.9614697260652663,82.8471210706723,FALSE,FALSE,D
MBNL2,s19768,stim,B7,0.238,0.045,0.044,262,262,0.193,3.100883843674404,1252.8269659384805,FALSE,FALSE,D
MBNL2,s19768,stim,B8,0.219,0.044,0.043,262,262,0.175,3.189941981629564,1539.946597248698,FALSE,FALSE,D
MBNL2,s19768,stim,B9,0.236,0.045,0.044,277,277,0.191,3.110590774063246,1281.3400341286622,FALSE,FALSE,D
MBNL2,s19768,stim,B10,0.239,0.045,0.044,278,278,0.194,3.096047369002799,1238.8564496190854,FALSE,FALSE,D
MBNL2,s19768,stim,B11,0.243,0.045,0.044,259,259,0.198,3.0768131547566244,1184.8114033325478,FALSE,FALSE,D
MBNL2,s19768,stim,B12,0.239,0.045,0.044,302,302,0.194,3.096047369002799,1238.8564496190854,FALSE,FALSE,D
PNRC2,s31122,unstim,E1,0.474,0.049,0.046,217,217,0.425,2.1797087452962267,142.59152798157353,FALSE,FALSE,D
PNRC2,s31122,unstim,E2,0.494,0.055,0.052,245,245,0.439,2.1320139448239064,126.86016709172044,FALSE,FALSE,D
PNRC2,s31122,unstim,E3,0.504,0.057,0.052,244,244,0.447,2.104958795728577,118.67510053314942,FALSE,FALSE,D
PNRC2,s31122,unstim,E4,0.479,0.049,0.046,237,237,0.43,2.1626210412901985,136.75583671227454,FALSE,FALSE,D
PNRC2,s31122,unstim,E5,0.5,0.05,0.046,241,241,0.45,2.0948472522592345,115.74457185865559,FALSE,FALSE,D
PNRC2,s31122,unstim,E6,0.47,0.049,0.045,240,240,0.421,2.1934245105197108,147.44464102752428,FALSE,FALSE,D
PNRC2,s31122,stim,E7,0.193,0.045,0.044,271,271,0.14800000000000002,3.33135799862561,2135.99463627066,FALSE,FALSE,D
PNRC2,s31122,stim,E8,0.181,0.047,0.046,271,271,0.134,3.40887328748567,2555.072789912667,FALSE,FALSE,D
PNRC2,s31122,stim,E9,0.195,0.046,0.046,265,265,0.14900000000000002,3.3259367997704343,2109.389759879786,FALSE,FALSE,D
PNRC2,s31122,stim,E10,0.182,0.045,0.044,264,264,0.137,3.3920017781575034,2457.3863084948707,FALSE,FALSE,D
PNRC2,s31122,stim,E11,0.205,0.045,0.044,259,259,0.15999999999999998,3.2672651690694727,1841.7349541209937,FALSE,FALSE,D
PNRC2,s31122,stim,E12,0.188,0.049,0.048,310,310,0.139,3.380834791297773,2394.7852116735903,FALSE,FALSE,D
water,water,unstim,F1,0.535,0.05,0.046,213,213,0.48500000000000004,1.9780206367987951,86.40187094501438,FALSE,FALSE,D
water,water,unstim,F2,0.522,0.048,0.045,245,245,0.47400000000000003,2.0145383359869307,94.74111177060436,FALSE,FALSE,D
water,water,unstim,F3,0.521,0.049,0.045,229,229,0.47200000000000003,2.021195342295141,96.33833547899819,FALSE,FALSE,D
water,water,unstim,F4,0.494,0.048,0.045,259,259,0.446,2.1083333405806135,119.66839508689937,FALSE,FALSE,D
water,water,unstim,F5,0.539,0.049,0.045,245,245,0.49000000000000005,1.9614697260652663,82.8471210706723,FALSE,FALSE,D
water,water,unstim,F6,0.52,0.048,0.045,256,256,0.47200000000000003,2.021195342295141,96.33833547899819,FALSE,FALSE,D
water,water,stim,F7,0.218,0.045,0.044,275,275,0.173,3.2000817041442677,1576.5282620361313,FALSE,FALSE,D
water,water,stim,F8,0.214,0.046,0.045,274,274,0.16799999999999998,3.22565607381599,1672.6789208817534,FALSE,FALSE,D
water,water,stim,F9,0.218,0.048,0.048,282,282,0.16999999999999998,3.215387341212264,1633.3905195122054,FALSE,FALSE,D
water,water,stim,F10,0.226,0.044,0.043,261,261,0.182,3.1548465050665175,1419.725900791943,FALSE,FALSE,D
water,water,stim,F11,0.207,0.046,0.045,289,289,0.16099999999999998,3.2620164015118958,1819.5061316435676,FALSE,FALSE,D
water,water,stim,F12,0.244,0.045,0.044,286,286,0.199,3.072032187398689,1171.7449918315758,FALSE,FALSE,D
