target,siRNA,stim,Well,OD_450,OD_540,OD_570,viability_24,viability_48,corrected,loganswer,conc,below,above,batch
BTG2,s15386,stim,D7,0.187,0.044,0.043,210,2617,0.14300000000000002,3.4093974513976852,2558.027839067073,FALSE,FALSE,B
BTG2,s15386,stim,D8,0.197,0.046,0.045,197,2445,0.15100000000000002,3.36165586719368,2290.814689167174,FALSE,FALSE,B
BTG2,s15386,stim,D9,0.196,0.051,0.05,191,2233,0.14500000000000002,3.3972645566990423,2487.310608537754,FALSE,FALSE,B
BTG2,s15386,stim,D10,0.187,0.044,0.043,182,2191,0.14300000000000002,3.4093974513976852,2558.027839067073,FALSE,FALSE,B
BTG2,s15386,stim,D11,0.191,0.045,0.044,185,2061,0.14600000000000002,3.39124847402341,2452.971463951293,FALSE,FALSE,B
BTG2,s15386,stim,D12,0.154,0.045,0.044,196,2218,0.109,3.63982629668066,4354.608554228162,FALSE,TRUE,B
CPEB4,s37201,unstim,B1,0.647,0.05,0.045,175,1992,0.597,1.844590617340276,61.11406146170677,FALSE,FALSE,B
CPEB4,s37201,unstim,B2,0.536,0.048,0.044,192,2360,0.48800000000000004,2.1487807126237835,132.05353946185406,FALSE,FALSE,B
CPEB4,s37201,unstim,B3,0.527,0.048,0.044,184,2297,0.47900000000000004,2.1735872936849137,140.33344994299077,FALSE,FALSE,B
CPEB4,s37201,unstim,B4,0.493,0.048,0.044,188,2353,0.445,2.2680537265897507,176.5718943808937,FALSE,FALSE,B
CPEB4,s37201,unstim,B5,0.436,0.047,0.044,214,2582,0.389,2.4287552812635687,259.5789724395211,FALSE,FALSE,B
CPEB4,s37201,unstim,B6,0.523,0.056,0.052,195,2433,0.467,2.2067649752368257,152.17322524461605,FALSE,FALSE,B
CPEB4,s37201,stim,B7,0.245,0.045,0.043,198,2473,0.2,3.106925280579385,1270.357008895067,FALSE,FALSE,B
CPEB4,s37201,stim,B8,0.359,0.046,0.044,172,2021,0.313,2.6664757210553827,455.1506527422179,FALSE,FALSE,B
CPEB4,s37201,stim,B9,0.286,0.048,0.046,184,2257,0.238,2.9417194405579346,865.6145083313162,FALSE,FALSE,B
CPEB4,s37201,stim,B10,0.263,0.045,0.043,188,2262,0.21800000000000003,3.025871422249779,1052.5770774248313,FALSE,FALSE,B
CPEB4,s37201,stim,B11,0.335,0.046,0.044,182,1792,0.28900000000000003,2.748909794614119,552.127255913418,FALSE,FALSE,B
CPEB4,s37201,stim,B12,0.33,0.046,0.044,189,1540,0.28400000000000003,2.766668714605906,575.5399694467412,FALSE,FALSE,B
CPEB4,s37202,unstim,A1,0.571,0.053,0.049,118,247,0.5179999999999999,2.0662661412932994,107.67976453080622,FALSE,FALSE,B
CPEB4,s37202,unstim,A2,0.619,0.05,0.046,185,2015,0.569,1.924601435461813,75.2581329065978,FALSE,FALSE,B
CPEB4,s37202,unstim,A3,0.714,0.051,0.045,158,1435,0.6629999999999999,1.6419317933624786,35.04198369712284,FALSE,FALSE,B
CPEB4,s37202,unstim,A4,0.531,0.049,0.045,196,2302,0.48200000000000004,2.1653124742199292,137.51875930018906,FALSE,FALSE,B
CPEB4,s37202,unstim,A5,0.509,0.049,0.046,200,2395,0.46,2.226191058799576,159.53724870139513,FALSE,FALSE,B
CPEB4,s37202,unstim,A6,0.566,0.052,0.047,178,1994,0.5139999999999999,2.0772713492305064,110.66923526693907,FALSE,FALSE,B
CPEB4,s37202,stim,A7,0.369,0.058,0.055,189,2138,0.311,2.673180249007288,462.36864134672817,FALSE,FALSE,B
CPEB4,s37202,stim,A8,0.327,0.046,0.043,185,2014,0.281,2.7774295899258745,590.1996177057595,FALSE,FALSE,B
CPEB4,s37202,stim,A9,0.289,0.045,0.043,189,2194,0.244,2.917534364017845,818.2507481639545,FALSE,FALSE,B
CPEB4,s37202,stim,A10,0.321,0.051,0.046,188,2062,0.27,2.817599526340889,648.2474749290817,FALSE,FALSE,B
CPEB4,s37202,stim,A11,0.343,0.049,0.047,123,261,0.29400000000000004,2.731363077822478,529.9157742488005,FALSE,FALSE,B
CPEB4,s37202,stim,A12,0.376,0.047,0.044,162,784,0.329,2.6138079039002626,402.1637031269598,FALSE,FALSE,B
ELAVL1,s4610,unstim,C1,0.489,0.049,0.045,191,2313,0.44,2.2820927207289827,182.66226629837826,FALSE,FALSE,B
ELAVL1,s4610,unstim,C2,0.421,0.047,0.044,202,2567,0.374,2.4734761422018874,288.6883833731168,FALSE,FALSE,B
ELAVL1,s4610,unstim,C3,0.422,0.048,0.044,207,2531,0.374,2.4734761422018874,288.6883833731168,FALSE,FALSE,B
ELAVL1,s4610,unstim,C4,0.426,0.048,0.045,206,2673,0.378,2.4614643223372368,280.57300871813084,FALSE,FALSE,B
ELAVL1,s4610,unstim,C5,0.425,0.048,0.045,212,2666,0.377,2.46446117295734,282.5767626788382,FALSE,FALSE,B
ELAVL1,s4610,unstim,C6,0.429,0.05,0.047,215,2733,0.379,2.458471478523684,278.5856855225814,FALSE,FALSE,B
ELAVL1,s4610,stim,C7,0.168,0.051,0.05,225,2628,0.11700000000000002,3.5809689264975906,3801.581394017381,FALSE,FALSE,B
ELAVL1,s4610,stim,C8,0.154,0.044,0.043,193,2449,0.11,3.6322881615470823,4279.525438176506,FALSE,TRUE,B
ELAVL1,s4610,stim,C9,0.145,0.049,0.049,199,2501,0.09599999999999999,3.743045982336441,5525.282801117442,FALSE,TRUE,B
ELAVL1,s4610,stim,C10,0.19,0.044,0.043,201,2555,0.14600000000000002,3.39124847402341,2452.971463951293,FALSE,FALSE,B
ELAVL1,s4610,stim,C11,0.185,0.053,0.053,202,2474,0.132,3.4786724708323113,3001.9303813774955,FALSE,FALSE,B
ELAVL1,s4610,stim,C12,0.185,0.045,0.044,192,2110,0.14,3.4278548389449846,2669.4687745917495,FALSE,FALSE,B
water,water,unstim,F1,0.716,0.052,0.046,152,1204,0.6639999999999999,1.6386293130100178,34.709831193138115,FALSE,FALSE,B
water,water,unstim,F2,0.702,0.051,0.045,149,1227,0.6509999999999999,1.680886260240865,39.156583079891746,FALSE,FALSE,B
water,water,unstim,F3,0.718,0.051,0.046,153,1312,0.6669999999999999,1.628666001154903,33.72292336529467,FALSE,FALSE,B
water,water,unstim,F4,0.708,0.052,0.046,143,1018,0.6559999999999999,1.6648012614239596,37.412748420843386,FALSE,FALSE,B
water,water,unstim,F5,0.7,0.052,0.046,146,1234,0.6479999999999999,1.6904437531206118,40.22375267276617,FALSE,FALSE,B
water,water,unstim,F6,0.693,0.051,0.045,159,1156,0.6419999999999999,1.7093612239969815,42.406560916227775,FALSE,FALSE,B
water,water,stim,F7,0.375,0.048,0.045,149,1250,0.327,2.6203012539306556,408.3544511465904,FALSE,FALSE,B
water,water,stim,F8,0.396,0.047,0.045,152,1366,0.34900000000000003,2.5501578262791877,346.1381554182474,FALSE,FALSE,B
water,water,stim,F9,0.441,0.058,0.055,141,1166,0.383,2.4465394265971074,270.79725526432344,FALSE,FALSE,B
water,water,stim,F10,0.425,0.047,0.044,142,1086,0.378,2.4614643223372368,280.57300871813084,FALSE,FALSE,B
water,water,stim,F11,0.453,0.051,0.048,147,1128,0.402,2.3906581735099333,237.03898543760775,FALSE,FALSE,B
water,water,stim,F12,0.436,0.047,0.044,150,1052,0.389,2.4287552812635687,259.5789724395211,FALSE,FALSE,B
